total_commits,total_prs,merged_prs,total_issues_opened,total_issues_closed,review_comments,active_weeks,repos_contributed,total_stars,total_forks,avg_pr_lines_changed,avg_issue_response_hours,commit_trend_score,language_count,impact_score
219,40,15,65,42,105,43,18,6,0,111.4,67.2,0.5,14,59.92
438,1,0,67,65,110,27,12,6,1,437.8,98.0,0.5,7,50.73
686,121,80,62,17,169,36,35,9,1,373.1,139.5,0.5,12,65.49
792,23,10,45,24,103,23,21,8,0,292.8,150.7,0.2,11,62.07
523,15,13,106,38,26,17,30,13,2,149.5,142.6,1.0,11,58.43
163,73,56,69,50,111,46,20,10,1,336.7,117.4,1.0,13,68.54
784,147,141,86,31,39,18,12,20,5,593.9,83.0,1.0,4,60.18
304,26,10,121,10,40,41,29,18,5,251.0,33.0,1.0,7,58.55
675,73,52,140,84,128,47,27,6,1,247.8,17.0,1.0,4,78.81
303,144,120,60,39,155,48,34,14,1,57.7,144.6,1.0,2,70.6
527,167,50,118,11,7,15,1,7,0,78.5,9.9,1.0,5,44.7
793,197,1,24,8,137,39,27,15,5,542.3,3.2,0.2,12,60.77
120,33,7,73,50,200,12,37,13,4,265.2,30.9,1.0,8,52.09
147,191,148,42,24,179,18,22,12,1,489.6,100.4,0.5,4,50.96
602,161,76,2,0,101,52,36,6,2,48.0,112.2,0.2,13,60.38
719,98,91,74,72,117,5,39,7,2,15.3,114.6,1.0,7,67.92
113,8,1,99,13,43,22,36,5,0,431.0,95.4,0.5,1,32.51
779,193,20,49,14,59,17,17,5,1,251.6,81.0,0.2,8,49.87
46,144,139,67,11,186,3,4,18,4,129.9,12.4,0.5,2,44.54
106,102,1,72,10,197,1,3,17,4,553.6,150.1,0.2,4,20.2
427,106,15,103,69,8,47,4,20,5,147.9,24.3,0.2,8,52.55
513,190,84,77,70,66,9,3,5,0,255.3,116.8,1.0,3,46.96
605,25,6,139,97,15,5,20,14,1,421.1,14.5,0.5,3,47.45
208,34,6,149,79,4,8,19,24,6,2.6,163.1,1.0,2,34.62
546,117,108,76,40,34,31,4,13,3,581.9,80.0,1.0,11,61.18
502,97,37,109,24,154,4,15,8,3,22.5,107.0,0.5,3,47.86
591,73,21,63,19,30,22,18,20,1,142.5,154.6,0.2,10,50.16
52,105,76,110,84,47,24,4,7,0,206.6,28.1,0.5,5,46.94
319,19,0,35,23,72,31,4,30,6,325.7,118.4,0.5,11,45.96
436,99,77,72,64,145,38,14,70,4,63.6,166.4,1.0,10,71.29
679,102,26,93,46,199,32,18,21,7,110.5,107.2,0.2,14,65.46
159,99,51,34,23,103,23,1,6,2,285.8,111.4,0.2,9,49.25
281,28,26,56,0,96,32,26,18,2,472.5,86.0,0.2,0,50.16
3,163,105,104,69,153,3,17,96,31,60.2,22.8,0.2,0,46.2
513,184,28,31,22,168,10,8,5,1,108.6,93.4,0.5,0,49.86
548,71,60,83,19,134,12,22,2780,714,178.3,0.2,0.2,1,73.0
463,154,29,58,23,200,6,7,31,5,17.8,143.3,0.5,6,43.62
326,199,113,37,10,196,41,33,9,3,4.6,156.2,0.5,3,51.45
368,125,71,10,9,194,29,33,6,0,324.3,143.0,0.2,9,56.64
104,159,73,84,31,77,4,39,6,1,472.0,85.8,0.2,8,38.16
465,73,16,140,9,44,5,32,10,3,134.0,64.8,0.5,15,53.59
572,164,6,58,29,142,37,7,10,0,494.3,104.3,1.0,14,55.74
245,184,103,147,3,81,52,21,8,3,549.0,131.8,1.0,9,62.82
714,196,5,139,71,47,36,0,16,4,258.0,107.1,1.0,9,53.16
622,139,109,3,3,17,46,3,6,1,144.4,76.0,0.5,11,65.59
454,11,1,102,40,36,28,26,5,0,398.3,11.6,1.0,1,49.55
20,131,71,49,30,185,25,39,9,2,509.3,49.7,0.5,14,52.3
792,127,46,82,1,136,18,11,6,0,150.3,35.7,1.0,0,54.91
465,181,32,78,14,184,21,21,6,2,360.2,55.0,0.5,10,54.31
469,72,3,98,22,127,36,24,5,0,221.4,10.3,0.2,7,58.51
346,172,153,74,45,46,14,5,6,1,486.3,88.3,0.2,1,39.97
286,5,1,111,50,47,44,39,9,1,59.5,49.6,0.2,4,50.03
89,104,59,138,45,30,22,15,9,3,229.5,35.3,0.2,12,46.04
226,32,22,8,3,31,14,37,5,0,319.0,157.5,0.5,0,40.62
97,171,149,12,1,147,15,15,5,1,293.6,81.9,1.0,1,49.03
2,14,10,5,1,181,37,21,7,1,110.5,57.2,1.0,8,56.08
757,94,45,79,0,186,28,37,271,90,85.6,0.1,0.5,6,69.94
139,190,59,21,12,166,40,29,7,2,461.0,47.9,0.5,9,52.22
250,113,1,30,19,75,48,22,5,1,547.5,154.6,1.0,14,53.45
510,109,53,109,43,14,22,11,10,2,455.8,11.2,0.2,5,42.93
663,82,61,140,14,104,42,4,14,3,93.5,41.3,1.0,3,63.01
400,122,80,140,113,6,24,40,16,4,122.7,41.3,0.2,6,57.4
364,149,39,18,4,96,52,40,8,1,307.6,69.6,0.5,2,57.51
85,73,19,79,24,5,2,1,32,4,498.1,129.8,0.2,4,22.58
74,53,9,66,55,88,38,40,7,1,367.6,21.3,0.5,8,49.14
105,125,84,141,51,174,31,26,6,0,591.3,150.4,1.0,4,50.39
281,170,7,99,45,41,44,27,6,0,267.1,133.2,0.2,11,49.3
65,36,31,46,17,80,22,14,44,16,293.4,140.2,1.0,12,54.81
628,120,52,66,56,130,18,37,7,0,488.5,97.1,1.0,11,67.77
123,5,2,104,80,35,20,0,41,10,582.4,70.4,0.5,10,41.45
688,13,13,107,98,32,48,28,20,5,107.6,158.7,1.0,10,75.43
719,5,4,112,74,199,13,16,10,1,83.1,22.0,0.2,9,61.85
380,1,0,37,12,74,31,29,8,2,561.0,117.5,1.0,0,48.75
293,88,63,145,118,35,23,7,18,2,393.3,77.1,0.2,7,46.11
95,74,57,142,36,198,15,12,7,2,93.6,9.4,1.0,8,50.76
324,16,12,124,51,196,46,28,5,0,378.1,112.7,1.0,13,65.72
141,38,1,12,11,173,33,18,7,1,232.6,42.5,1.0,6,58.88
209,192,54,108,108,115,43,36,6,2,305.7,157.7,1.0,12,58.77
87,178,52,97,1,85,40,16,9,1,260.9,153.9,0.2,0,40.36
575,94,53,71,6,29,12,9,6,1,520.3,152.6,0.2,11,44.88
0,19,3,84,37,100,7,30,6,2,429.2,150.3,1.0,1,35.88
553,12,3,134,130,147,40,2,6,1,36.8,10.3,0.2,2,55.6
521,87,9,54,53,84,12,33,9,0,309.0,36.5,0.5,14,62.83
327,90,64,12,3,10,39,40,5,1,309.8,53.4,0.5,14,59.16
461,140,67,9,1,155,2,9,21,6,394.2,68.0,1.0,6,54.84
495,179,26,111,11,27,23,33,28,5,479.3,164.3,0.2,2,39.22
394,112,45,148,133,51,42,12,5,0,521.9,120.9,0.2,10,51.95
549,53,23,48,16,91,41,34,5,0,196.3,118.5,1.0,11,70.2
253,148,130,41,18,40,24,25,10,0,543.3,117.7,0.5,1,52.92
68,174,84,138,68,108,27,35,7,2,2.6,147.0,0.2,0,43.33
209,40,29,45,30,193,24,27,9,3,133.2,53.2,1.0,11,68.84
756,181,15,42,20,32,33,23,33,6,581.0,0.7,1.0,14,62.72
7,137,120,32,0,163,29,14,8,2,100.2,81.3,0.5,15,45.2
466,191,29,30,28,194,32,18,5,0,439.5,109.6,0.5,6,60.79
8,113,10,37,4,12,52,9,11,1,116.1,113.4,0.5,6,34.13
694,13,5,123,108,177,42,28,83,6,371.4,155.9,1.0,13,76.95
596,161,121,27,12,93,45,39,7,2,241.6,76.5,0.5,1,68.89
621,156,96,134,60,49,18,17,5,1,220.0,27.1,0.5,4,62.31
729,93,25,117,79,51,44,11,5,0,45.6,43.4,1.0,0,55.68
469,5,2,72,61,171,15,26,5,0,295.7,107.6,0.2,2,58.73
763,179,24,11,1,101,45,9,7,0,19.6,67.4,1.0,6,54.46
685,66,59,86,76,116,35,13,5,0,300.2,34.8,0.5,2,68.37
584,103,60,145,23,64,24,15,52,15,554.5,165.5,0.5,9,55.68
695,61,51,39,1,53,5,31,10,3,244.6,61.3,1.0,4,58.74
270,151,42,127,32,74,0,2,15,4,440.8,110.5,0.2,12,37.57
680,12,1,77,48,4,20,5,9,2,202.8,35.0,0.2,15,50.83
667,51,46,14,14,165,44,12,97,15,252.5,110.1,0.2,12,78.81
612,182,51,3,0,14,3,2,9,2,357.1,39.4,1.0,14,36.74
317,136,11,44,33,164,14,21,11,1,201.1,148.0,1.0,5,56.19
639,174,12,58,3,67,45,14,9,1,53.1,129.4,0.5,5,47.14
524,21,4,35,27,133,4,22,17,5,343.2,131.0,1.0,8,59.37
787,117,108,0,0,88,45,14,5,1,598.7,6.1,0.5,6,62.35
8,156,110,127,51,154,28,39,7,2,56.8,98.2,0.2,9,46.15
143,170,108,59,30,104,46,22,10,3,62.3,136.5,0.5,15,59.38
507,122,50,32,13,104,15,27,8,2,400.1,4.1,1.0,12,62.47
794,200,163,41,29,102,11,37,5,0,261.0,86.5,1.0,0,62.12
458,164,101,21,12,83,10,11,8,2,405.6,120.0,1.0,0,49.53
474,74,74,149,61,81,36,34,5,0,373.5,80.7,0.2,13,64.23
507,97,37,6,4,48,35,23,42,9,190.3,155.3,1.0,9,72.71
127,197,112,27,24,99,21,30,8,0,42.0,138.3,1.0,11,57.23
95,136,136,112,10,165,7,19,8,0,523.8,60.7,0.2,0,40.08
735,154,47,67,34,152,45,40,5,1,336.7,149.4,0.5,14,67.94
657,4,1,150,50,4,7,6,12,1,380.2,10.7,1.0,12,44.34
640,9,7,70,21,146,48,1,7,1,206.8,167.2,0.2,7,64.44
215,30,20,143,4,98,10,2,5,1,383.4,3.3,0.2,8,39.06
176,98,83,108,17,66,44,36,7,0,567.1,123.4,0.5,0,47.24
800,176,23,70,39,100,42,38,6,1,466.2,83.3,0.2,12,58.39
555,126,100,53,23,165,19,16,32,4,198.2,11.0,0.5,13,79.54
678,107,45,131,50,170,47,17,8,2,336.9,143.8,1.0,11,63.57
670,140,109,40,26,126,13,27,64,21,310.6,40.4,0.2,14,69.19
4,130,74,62,10,197,41,26,13,3,131.1,139.3,0.5,9,53.56
249,186,110,86,68,8,22,1,13,4,191.5,10.0,1.0,1,46.68
410,118,21,2,0,117,12,17,5,1,362.1,33.0,0.2,14,46.66
457,58,58,125,116,36,37,20,6,1,207.2,105.7,1.0,0,70.43
64,107,17,85,71,89,7,22,5,0,418.3,0.8,0.5,0,44.49
673,47,35,24,9,53,21,14,21,2,278.4,44.5,1.0,7,66.16
635,194,84,48,5,184,46,6,5,0,211.6,4.9,0.2,12,60.08
366,47,29,67,19,141,27,24,24,7,206.4,116.2,1.0,11,66.53
567,183,173,89,44,74,21,5,6,1,586.1,134.1,1.0,2,54.89
598,59,20,24,2,122,42,19,6,1,453.5,36.9,0.5,1,59.49
485,47,34,27,13,116,12,15,7,1,598.6,23.6,0.2,10,58.38
487,95,54,42,27,65,6,11,12,0,154.5,19.9,1.0,14,61.65
636,15,13,146,59,21,38,27,6,1,140.9,103.9,0.5,2,61.36
446,190,126,15,9,85,2,21,11,3,323.9,154.2,0.2,13,53.37
102,44,13,71,29,198,33,35,8,0,301.2,142.8,0.2,9,49.39
665,38,3,37,23,155,52,15,7,1,515.4,24.3,0.2,7,62.63
482,92,47,113,48,119,11,38,9,0,198.7,99.2,1.0,9,67.19
643,66,24,21,16,181,12,19,6,2,223.5,153.8,0.2,1,55.69
680,149,123,123,15,173,41,6,6,1,410.0,19.3,1.0,14,60.9
619,32,24,86,8,115,13,10,8,2,84.8,103.2,1.0,1,55.82
633,39,10,25,18,140,15,25,8,0,193.4,36.6,0.5,13,63.43
796,123,14,6,2,35,36,32,10,2,265.2,49.1,1.0,2,56.22
260,70,40,13,0,45,0,8,13,2,484.1,41.0,0.5,1,34.91
218,190,79,88,7,43,38,20,7,1,238.0,39.9,0.2,8,55.49
210,69,52,117,86,89,19,40,5,1,87.7,132.5,1.0,3,56.42
45,19,7,140,33,114,11,4,5,1,60.1,41.1,0.5,1,35.47
152,0,0,25,7,137,42,35,5,1,104.3,129.5,1.0,6,51.62
701,187,19,99,66,31,46,40,7,1,5.4,90.3,1.0,2,52.88
251,188,97,3,3,191,32,37,11,3,257.0,30.9,0.2,0,58.77
362,33,5,65,12,199,3,30,25,5,260.2,45.2,0.5,0,51.06
621,82,13,46,13,117,0,33,6,1,529.3,98.1,0.2,8,43.91
658,77,46,66,46,107,38,30,5,0,203.1,138.2,1.0,5,69.29
241,112,57,29,22,193,43,32,7,2,507.9,40.4,0.5,12,63.34
109,34,25,97,56,139,14,1,6,1,275.3,32.9,1.0,15,51.91
47,42,8,55,43,167,45,18,10,3,181.2,132.3,0.5,5,49.87
506,108,26,55,0,75,43,7,5,1,467.5,114.9,0.2,3,43.77
232,28,19,101,68,188,26,13,21,4,287.5,141.4,0.5,10,61.12
386,137,99,130,123,5,13,24,8,2,138.8,4.8,1.0,7,58.17
656,58,25,58,44,20,48,22,8,0,571.3,131.0,1.0,3,58.04
677,164,42,123,119,14,24,21,9,1,26.2,44.4,0.5,4,52.65
462,43,8,131,40,71,30,7,8,0,321.9,75.0,1.0,12,53.19
667,13,13,122,42,173,28,33,9,2,436.3,110.2,1.0,15,72.69
459,159,153,14,5,41,8,6,7,0,327.8,68.7,0.5,13,50.15
364,132,24,141,136,169,6,0,7,1,379.1,115.0,1.0,10,46.39
417,51,6,43,38,118,23,22,7,0,520.0,69.6,0.5,9,57.94
623,105,27,124,116,143,32,4,5,1,126.8,143.3,1.0,1,52.91
170,178,12,29,24,53,41,0,7,1,296.3,31.7,1.0,5,50.24
